Date,Status,Fulfilment,Sales Channel ,ship-service-level,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,B2B,SKU_freq,year,month,day,Amount_missing,weekday,is_weekend,Amount_log,ship_city_grouped,ship_city_grouped_freq
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,NW020-ST-SR-L,Set,L,Shipped,1,525.0,NEW DELHI,DELHI,False,27,2022,4,19,0,1,0,6.26530121273771,NEW DELHI,5628
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,SET183-KR-DH-XS,Set,XS,Unshipped,1,759.0,MUMBAI,MAHARASHTRA,False,51,2022,4,19,0,1,0,6.633318433280377,MUMBAI,5952
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3674-TU-M,Top,M,Shipped,1,574.0,SURAT,Gujarat,False,10,2022,4,19,0,1,0,6.354370040797351,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,MEN5015-KR-M,kurta,M,Unknown,0,452.38,NOIDA,UTTAR PRADESH,True,26,2022,4,19,0,1,0,6.116730625940379,NOIDA,1405
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3673-TU-XXXL,Top,3XL,Shipped,1,599.0,NEW DELHI,DELHI,False,2,2022,4,19,0,1,0,6.396929655216146,NEW DELHI,5628
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119-TP-XXXL,Top,3XL,Shipped,1,540.0,NEW DELHI,DELHI,False,178,2022,4,19,0,1,0,6.293419278846481,NEW DELHI,5628
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET192-KR-NP-L,Set,L,Shipped,1,680.0,YELLANDU,TELANGANA,False,15,2022,4,19,0,1,0,6.523562306149512,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET249-KR-NP-M,Set,M,Shipped,1,680.0,YELLANDU,TELANGANA,False,12,2022,4,19,0,1,0,6.523562306149512,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3567-KR-L,kurta,L,Shipped,1,399.0,NEW DELHI,DELHI,False,175,2022,4,19,0,1,0,5.991464547107982,NEW DELHI,5628
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,BTM031-NP-XXL,Bottom,XXL,Shipped,1,518.0,PUNE,MAHARASHTRA,False,1,2022,4,19,0,1,0,6.251903883165888,PUNE,3749
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,MEN5032-KR-L,kurta,L,Shipped,1,562.0,UDAIPUR,RAJASTHAN,False,40,2022,4,19,0,1,0,6.333279628139691,Other,70164
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,JNE3702-KR-M,kurta,M,Cancelled,0,603.0,PAMPORE,JAMMU & KASHMIR,False,12,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET138-KR-PP-XS,Set,XS,Shipped,1,737.0,AURANGABAD,BIHAR,False,6,2022,4,19,0,1,0,6.6039438246004725,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3802-KR-S,kurta,S,Shipped,1,459.0,ANAKAPALLE,ANDHRA PRADESH,False,37,2022,4,19,0,1,0,6.131226489483141,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3804-KR-XS,kurta,XS,Shipped,1,459.0,ANAKAPALLE,ANDHRA PRADESH,False,8,2022,4,19,0,1,0,6.131226489483141,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030-TP-PJ-M,Set,M,Shipped,1,582.0,Ghaziabad,UTTAR PRADESH,False,27,2022,4,19,0,1,0,6.368187186350492,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0187-KR-XS,kurta,XS,Shipped,1,587.0,MUMBAI,MAHARASHTRA,False,4,2022,4,19,0,1,0,6.376726947898627,MUMBAI,5952
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3399-KR-M,kurta,M,Shipped,1,435.0,ILAMPILLAI,TAMIL NADU,False,269,2022,4,19,0,1,0,6.077642243349034,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139-KR-L,kurta,L,Shipped,1,399.0,NEW DELHI,DELHI,False,29,2022,4,19,0,1,0,5.991464547107982,NEW DELHI,5628
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET132-KR-NP-XL,Set,XL,Shipped,1,547.0,REDHAKHOL,ODISHA,False,7,2022,4,19,0,1,0,6.306275286948016,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET269-KR-NP-XL,Set,XL,Shipped,1,824.0,MYSURU,KARNATAKA,False,77,2022,4,19,0,1,0,6.715383386334681,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET374-KR-NP-XS,Set,XS,Shipped,1,597.0,DEHRADUN,UTTARAKHAND,False,97,2022,4,19,0,1,0,6.393590753950631,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3715-KR-L,kurta,L,Shipped,1,283.0,NEW DELHI,DELHI,False,6,2022,4,19,0,1,0,5.648974238161206,NEW DELHI,5628
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0230-SKD-S,Set,S,Shipped,1,1112.0,chennai,TAMIL NADU,False,423,2022,4,19,0,1,0,7.014814351275545,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0297-TP-M,Top,M,Shipped,1,574.0,LUCKNOW,UTTAR PRADESH,False,34,2022,4,19,0,1,0,6.354370040797351,LUCKNOW,1424
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3270-KR-L,kurta,L,Shipped,1,376.0,Porvorim,GOA,False,6,2022,4,19,0,1,0,5.932245187448011,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3405-KR-XL,kurta,XL,Shipped,1,399.0,AHMEDABAD,Gujarat,False,195,2022,4,19,0,1,0,5.991464547107982,AHMEDABAD,1220
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3797-KR-XS,Western Dress,XS,Shipped,1,725.0,MALAPPURAM,KERALA,False,417,2022,4,19,0,1,0,6.587550014824796,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3405-KR-XL,kurta,XL,Shipped,1,399.0,KOTTUVALLY,KERALA,False,195,2022,4,19,0,1,0,5.991464547107982,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,MEN5009-KR-L,kurta,L,Shipped,1,499.0,LUCKNOW,UTTAR PRADESH,False,75,2022,4,19,0,1,0,6.214608098422191,LUCKNOW,1424
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0297-TP-XL,Top,XL,Shipped,1,574.0,RANCHI,JHARKHAND,False,17,2022,4,19,0,1,0,6.354370040797351,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-XXL,Set,XXL,Shipped,1,654.0,JAIPUR,RAJASTHAN,False,208,2022,4,19,0,1,0,6.484635235635252,JAIPUR,936
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3440-KR-N-L,kurta,L,Shipped,1,399.0,mumbai,MAHARASHTRA,False,179,2022,4,19,0,1,0,5.991464547107982,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0008-SKD-XXL,Set,XXL,Shipped,1,1065.0,BOKARO STEEL CITY,JHARKHAND,False,70,2022,4,19,0,1,0,6.97166860472579,Other,70164
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,SET398-KR-PP-XL,Set,XL,Unshipped,1,1115.0,TURA,MEGHALAYA,False,63,2022,4,19,0,1,0,7.017506142941256,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405-KR-S,kurta,S,Shipped,1,399.0,HYDERABAD,TELANGANA,False,420,2022,4,19,0,1,0,5.991464547107982,HYDERABAD,7744
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3781-KR-XL,kurta,XL,Shipped,1,406.0,BANGALORE,KARNATAKA,False,114,2022,4,19,0,1,0,6.008813185442595,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3789-KR-S,kurta,S,Shipped,1,383.0,BENGALURU,KARNATAKA,False,8,2022,4,19,0,1,0,5.950642552587727,BENGALURU,10666
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,JNE3784-KR-L,kurta,L,Cancelled,0,603.0,BENGALURU,KARNATAKA,False,140,2022,4,19,0,1,0,6.403574197934815,BENGALURU,10666
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3567-KR-L,kurta,L,Unknown,0,603.0,JAMSHEDPUR,JHARKHAND,False,175,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3546-KR-XL,kurta,XL,Shipped,1,603.0,PITHORAGARH,UTTARAKHAND,False,90,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,SET282-KR-PP-L,Set,L,Unshipped,1,1099.0,PUNE,MAHARASHTRA,False,37,2022,4,19,0,1,0,7.003065458786462,PUNE,3749
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,J0381-SKD-XS,Set,XS,Cancelled,0,603.0,Visakhapatnam,ANDHRA PRADESH,False,8,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,JNE3366-KR-1053-L,kurta,L,Cancelled,0,603.0,Narasingapuram Vellore District,TAMIL NADU,False,49,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389-KR-NP-XXXL,Set,3XL,Shipped,1,680.0,NEW DELHI,DELHI,False,22,2022,4,19,0,1,0,6.523562306149512,NEW DELHI,5628
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BTM029-NP-XXXL,Bottom,3XL,Shipped,1,518.0,New Delhi,DELHI,False,2,2022,4,19,0,1,0,6.251903883165888,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3368-KR-M,kurta,M,Shipped,1,471.0,PUNE,MAHARASHTRA,False,69,2022,4,19,0,1,0,6.156978985585555,PUNE,3749
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,J0098-TP-XXXL,Top,3XL,Unknown,0,393.33,BUTIBORI,MAHARASHTRA,False,6,2022,4,19,0,1,0,5.977188122189173,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,SET278-KR-NP-XL,Set,XL,Unknown,0,603.0,Adoor,KERALA,False,74,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710-DR-S,Western Dress,S,Shipped,1,690.0,BENGALURU,KARNATAKA,False,39,2022,4,19,0,1,0,6.53813982376767,BENGALURU,10666
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,MEN5002-KR-L,kurta,L,Shipped,1,499.0,GREATER NOIDA,UTTAR PRADESH,False,64,2022,4,19,0,1,0,6.214608098422191,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0010-LCD-XXXL,Set,3XL,Shipped,1,999.0,Gurugram,HARYANA,False,17,2022,4,19,0,1,0,6.907755278982137,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3366-KR-1053-L,kurta,L,Shipped,1,376.0,PUDUPAKKAM,TAMIL NADU,False,49,2022,4,19,0,1,0,5.932245187448011,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,SET349-KR-NP-XXL,Set,XXL,Unknown,0,603.0,Greater Noida,UTTAR PRADESH,False,41,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,NW009-ST-CP-XXXL,Set,3XL,Shipped,1,586.0,COIMBATORE,TAMIL NADU,False,7,2022,4,19,0,1,0,6.375024819828097,COIMBATORE,760
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET264-KR-NP-XXL,Set,XXL,Shipped,1,824.0,Bengaluru,KARNATAKA,False,70,2022,4,19,0,1,0,6.715383386334681,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3670-TU-XS,Top,XS,Unknown,0,380.0,GURUGRAM,HARYANA,False,20,2022,4,19,0,1,0,5.942799375126701,GURUGRAM,1847
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET291-KR-PP-L,Set,L,Shipped,1,563.0,NAVI MUMBAI,MAHARASHTRA,False,171,2022,4,19,0,1,0,6.335054251498059,NAVI MUMBAI,1254
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0252-SKD-XS,Set,XS,Shipped,1,939.0,BENGALURU,KARNATAKA,False,6,2022,4,19,0,1,0,6.84587987526405,BENGALURU,10666
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5003-KR-XL,kurta,XL,Shipped,1,449.0,Hyderabad,TELANGANA,False,21,2022,4,19,0,1,0,6.1092475827643655,Hyderabad,904
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0248-KR-DPT-XXL,Set,XXL,Shipped,1,999.0,KOLKATA,WEST BENGAL,False,14,2022,4,19,0,1,0,6.907755278982137,KOLKATA,2337
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,JNE3401-KR-M,kurta,M,Cancelled,0,603.0,GURUGRAM,HARYANA,False,15,2022,4,19,0,1,0,6.403574197934815,GURUGRAM,1847
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0106-KR-S,Western Dress,S,Shipped,1,999.0,KOLKATA,WEST BENGAL,False,12,2022,4,19,0,1,0,6.907755278982137,KOLKATA,2337
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3776-KR-XXXL,kurta,3XL,Shipped,1,280.0,Kalchini,WEST BENGAL,False,3,2022,4,19,0,1,0,5.638354669333745,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3468-KR-XXXL,kurta,3XL,Shipped,1,363.0,NAVI MUMBAI,MAHARASHTRA,False,95,2022,4,19,0,1,0,5.8971538676367405,NAVI MUMBAI,1254
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0349-SET-M,Set,M,Shipped,1,801.0,AHMEDABAD,Gujarat,False,110,2022,4,19,0,1,0,6.687108607866515,AHMEDABAD,1220
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,MEN5004-KR-XXXL,kurta,3XL,Shipped,1,484.0,CHENNAI,TAMIL NADU,False,67,2022,4,19,0,1,0,6.184148890937483,CHENNAI,5226
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET291-KR-PP-L,Set,L,Shipped,1,563.0,SILCHAR,ASSAM,False,171,2022,4,19,0,1,0,6.335054251498059,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3573-KR-XS,kurta,XS,Shipped,1,381.0,THANE,MAHARASHTRA,False,13,2022,4,19,0,1,0,5.945420608606575,THANE,1670
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET273-KR-NP-M,Set,M,Shipped,1,612.0,VELLORE,TAMIL NADU,False,85,2022,4,19,0,1,0,6.418364935936212,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3785-KR-S,kurta,S,Shipped,1,362.0,KOLKATA,WEST BENGAL,False,18,2022,4,19,0,1,0,5.8944028342648505,KOLKATA,2337
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET361-KR-NP-S,Set,S,Shipped,1,1126.0,NAVI MUMBAI,MAHARASHTRA,False,25,2022,4,19,0,1,0,7.027314514039777,NAVI MUMBAI,1254
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3423-KR-M,kurta,M,Unknown,0,380.0,HYDERABAD,TELANGANA,False,57,2022,4,19,0,1,0,5.942799375126701,HYDERABAD,7744
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0344-TP-XXL,Top,XXL,Shipped,1,487.0,BAGRU,RAJASTHAN,False,64,2022,4,19,0,1,0,6.1903154058531475,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET378-KR-NP-S,Set,S,Shipped,1,1221.0,BASAVANA BAGEVADI,KARNATAKA,False,34,2022,4,19,0,1,0,7.108244139731541,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET291-KR-PP-L,Set,L,Shipped,1,563.0,KOLKATA,WEST BENGAL,False,171,2022,4,19,0,1,0,6.335054251498059,KOLKATA,2337
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3468-KR-XL,kurta,XL,Shipped,1,363.0,CHENNAI,TAMIL NADU,False,134,2022,4,19,0,1,0,5.8971538676367405,CHENNAI,5226
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341-DR-L,Western Dress,L,Shipped,1,744.0,BENGALURU,KARNATAKA,False,270,2022,4,19,0,1,0,6.61338421837956,BENGALURU,10666
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET393-KR-NP-XS,Set,XS,Shipped,1,969.0,KOLKATA,WEST BENGAL,False,66,2022,4,19,0,1,0,6.877296071497429,KOLKATA,2337
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,J0131-KR-XXXL,kurta,3XL,Cancelled,0,603.0,THANE,MAHARASHTRA,False,6,2022,4,19,0,1,0,6.403574197934815,THANE,1670
2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,SET359-KR-NP-XL,Set,XL,Cancelled,0,603.0,DINANAGAR,PUNJAB,False,25,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3366-KR-1053-XXXL,kurta,3XL,Shipped,1,376.0,AURANGABAD,MAHARASHTRA,False,72,2022,4,19,0,1,0,5.932245187448011,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET345-KR-NP-XXL,Set,XXL,Shipped,1,626.0,NELLORE,ANDHRA PRADESH,False,143,2022,4,19,0,1,0,6.440946540632921,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3794-KR-L,kurta,L,Unknown,0,603.0,ALUVA,KERALA,False,57,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3160-KR-G-XL,kurta,XL,Shipped,1,685.0,PORT BLAIR,ANDAMAN & NICOBAR ,False,66,2022,4,19,0,1,0,6.530877627725885,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,MEN5020-KR-XXXL,kurta,3XL,Shipped,1,452.0,HYDERABAD,TELANGANA,False,18,2022,4,19,0,1,0,6.115892125483034,HYDERABAD,7744
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0008-SKD-M,Set,M,Shipped,1,1065.0,SOUTH 24 PARGANAS,WEST BENGAL,False,179,2022,4,19,0,1,0,6.97166860472579,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,SET324-KR-NP-XXL,Set,XXL,Unknown,0,568.57,AGRA,UTTAR PRADESH,False,162,2022,4,19,0,1,0,6.3448816901714045,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0332-DR-XS,Western Dress,XS,Shipped,1,699.0,TIRUPATI,ANDHRA PRADESH,False,13,2022,4,19,0,1,0,6.551080335043404,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW037-TP-SR-XL,Set,XL,Shipped,1,449.0,Mayurbhanj,ODISHA,False,15,2022,4,19,0,1,0,6.1092475827643655,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET203-KR-DPT-L,Set,L,Shipped,1,449.0,CHENNAI,TAMIL NADU,False,68,2022,4,19,0,1,0,6.1092475827643655,CHENNAI,5226
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345-KR-NP-M,Set,M,Shipped,1,626.0,ALMORA,UTTARAKHAND,False,258,2022,4,19,0,1,0,6.440946540632921,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3364-KR-1051-A-XL,kurta,XL,Shipped,1,376.0,CHENNAI,TAMIL NADU,False,24,2022,4,19,0,1,0,5.932245187448011,CHENNAI,5226
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0343-DR-M,Western Dress,M,Shipped,1,744.0,CHENNAI,TAMIL NADU,False,95,2022,4,19,0,1,0,6.61338421837956,CHENNAI,5226
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET201-KR-NP-A-XXL,Set,XXL,Shipped,1,595.0,Kolkata,WEST BENGAL,False,12,2022,4,19,0,1,0,6.39024066706535,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0094-KR-XL,kurta,XL,Shipped,1,568.0,MAHENDRAGARH,HARYANA,False,22,2022,4,19,0,1,0,6.343880434126331,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0230-SKD-L,Set,L,Shipped,1,1112.0,GHAZIABAD,UTTAR PRADESH,False,291,2022,4,19,0,1,0,7.014814351275545,GHAZIABAD,1301
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0369-SKD-XS,Set,XS,Shipped,1,1099.0,Kolkata,WEST BENGAL,False,4,2022,4,19,0,1,0,7.003065458786462,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398-KR-PP-L,Set,L,Shipped,1,1115.0,MARGHERITA,ASSAM,False,61,2022,4,19,0,1,0,7.017506142941256,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0012-SKD-XXXL,Set,3XL,Shipped,1,1140.0,MUMBAI,MAHARASHTRA,False,51,2022,4,19,0,1,0,7.039660349862076,MUMBAI,5952
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET342-KR-NP-N-M,Set,M,Shipped,1,916.0,BENGALURU,KARNATAKA,False,37,2022,4,19,0,1,0,6.821107472256465,BENGALURU,10666
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3568-KR-XXL,kurta,XXL,Shipped,1,399.0,DHARMSALA,HIMACHAL PRADESH,False,35,2022,4,19,0,1,0,5.991464547107982,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3806-KR-M,kurta,M,Shipped,1,521.0,GANDHINAGAR,Gujarat,False,18,2022,4,19,0,1,0,6.257667587882639,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET220-KR-PP-XL,Set,XL,Shipped,1,1099.0,GANDHINAGAR,Gujarat,False,24,2022,4,19,0,1,0,7.003065458786462,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0337-TP-XL,Top,XL,Shipped,1,487.0,hyderabad,ANDHRA PRADESH,False,15,2022,4,19,0,1,0,6.1903154058531475,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0004-SKD-M,Set,M,Shipped,1,1115.0,CHENNAI,TAMIL NADU,False,29,2022,4,19,0,1,0,7.017506142941256,CHENNAI,5226
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3804-KR-XS,kurta,XS,Unknown,0,437.14,JORHAT,ASSAM,False,8,2022,4,19,0,1,0,6.082538494007354,Other,70164
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119-TP-L,Top,L,Shipped,1,540.0,BENGALURU,KARNATAKA,False,127,2022,4,19,0,1,0,6.293419278846481,BENGALURU,10666
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0124-TP-L,Top,L,Shipped,1,523.0,BENGALURU,KARNATAKA,False,16,2022,4,19,0,1,0,6.261491684321042,BENGALURU,10666
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3423-KR-XL,kurta,XL,Unknown,0,380.0,ANUGUL,ODISHA,False,48,2022,4,19,0,1,0,5.942799375126701,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0178-TP-XXXL,Top,3XL,Shipped,1,319.0,MUMBAI,MAHARASHTRA,False,7,2022,4,19,0,1,0,5.768320995793772,MUMBAI,5952
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET279-LC-M,Set,M,Shipped,1,888.0,BENGALURU,KARNATAKA,False,27,2022,4,19,0,1,0,6.790097235513905,BENGALURU,10666
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3291-KR-XL,kurta,XL,Shipped,1,442.0,KATIHAR,BIHAR,False,203,2022,4,19,0,1,0,6.093569770045136,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0344-TP-L,Top,L,Shipped,1,487.0,VIJAYAWADA,ANDHRA PRADESH,False,100,2022,4,19,0,1,0,6.1903154058531475,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0291-JS-XL,Set,XL,Shipped,1,859.0,VISAKHAPATNAM,ANDHRA PRADESH,False,1,2022,4,19,0,1,0,6.756932389247553,VISAKHAPATNAM,745
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386-KR-NP-L,Set,L,Shipped,1,631.0,Hyderabad,TELANGANA,False,32,2022,4,19,0,1,0,6.448889394146858,Hyderabad,904
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET110-KR-PP-M,Set,M,Shipped,1,788.0,MATHURA,UTTAR PRADESH,False,163,2022,4,19,0,1,0,6.670766320845874,Other,70164
2022-04-19,Cancelled,Merchant,Amazon.in,Standard,JNE3633-KR-L,kurta,L,Unknown,0,437.14,CHENNAI,TAMIL NADU,False,23,2022,4,19,0,1,0,6.082538494007354,CHENNAI,5226
2022-04-19,Shipped,Amazon,Amazon.in,Standard,SET331-KR-NP-XXL,Set,XXL,Shipped,1,603.0,UPPINANGADY,KARNATAKA,False,92,2022,4,19,0,1,0,6.403574197934815,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,J0339-DR-S,Western Dress,S,Shipped,1,744.0,NOIDA,UTTAR PRADESH,False,105,2022,4,19,0,1,0,6.61338421837956,NOIDA,1405
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE1977-KR-237-M,kurta,M,Shipped,1,259.0,COIMBATORE,TAMIL NADU,False,14,2022,4,19,0,1,0,5.560681631015528,COIMBATORE,760
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3744-TU-XL,Top,XL,Shipped,1,625.0,MUMBAI,MAHARASHTRA,False,14,2022,4,19,0,1,0,6.439350371100098,MUMBAI,5952
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,JNE3645-TP-N-L,Top,L,Shipped,1,432.0,MUMBAI,MAHARASHTRA,False,68,2022,4,19,0,1,0,6.07073772800249,MUMBAI,5952
2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522-KR-S,kurta,S,Shipped,1,342.0,UDUPI,KARNATAKA,False,17,2022,4,19,0,1,0,5.8377304471659395,Other,70164
2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET295-KR-NP-XS,Set,XS,Shipped,1,751.0,Bhayander (Easy),MAHARASHTRA,False,39,2022,4,19,0,1,0,6.62273632394984,Other,70164
